NBTreeGRASP-RVND_KDD_RODADA_2_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(24)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(25)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(26)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(27)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(28)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(29)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(30)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(31)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(32)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(33)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(34)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(35)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(36)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(37)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(38)	84.76461029052734	35.351497650146484	0.10300783067941666	[6, 3, 36, 11, 9]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(39)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(40)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(41)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(42)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(43)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(44)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(45)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
NBTreeGRASP-RVND_KDD_RODADA_2_5F_(46)	84.77249145507812	35.3851318359375	0.10300783067941666	[36, 18, 3, 6, 14]	
