NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(35)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(36)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(37)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(38)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(39)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(40)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(41)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(42)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(43)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(44)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(45)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(46)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(47)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(48)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(49)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(50)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
