NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(1)	83.96025848388672	34.17423629760742	0.7931602597236633	[11, 22, 14, 3, 37]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(2)	83.96025848388672	34.17423629760742	0.7931602597236633	[11, 22, 14, 3, 37]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(3)	85.59262084960938	48.46955871582031	3.0387308597564697	[18, 3, 23, 9, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(4)	85.59262084960938	48.46955871582031	3.0387308597564697	[18, 3, 23, 9, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(5)	85.59262084960938	48.46955871582031	3.0387308597564697	[18, 3, 23, 9, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(6)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(7)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(8)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(9)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(10)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(11)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(12)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(13)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(14)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(15)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(16)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(17)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(18)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(19)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(20)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(21)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(22)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(23)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(24)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(25)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(26)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(27)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(28)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(29)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(30)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(31)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(32)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(33)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
NaiveBayesGRASP-RVND_KDD_RODADA_1_5F_(34)	86.44429016113281	44.231414794921875	0.6283477544784546	[9, 36, 3, 22, 11]	
