NBTree_KDD_RODADA_2_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
NBTree_KDD_RODADA_2_5F_(1)	81.55508422851562	21.527076721191406	0.061804696917533875	[10, 22, 9, 6, 1]	
NBTree_KDD_RODADA_2_5F_(2)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(3)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(4)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(5)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(6)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(7)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(8)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(9)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(10)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(11)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(12)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(13)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(14)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(15)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(16)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(17)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(18)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(19)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(20)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(21)	82.51715087890625	25.697948455810547	0.08240626007318497	[1, 18, 17, 33, 3]	
NBTree_KDD_RODADA_2_5F_(22)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(23)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(24)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(25)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(26)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(27)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(28)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(29)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(30)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(31)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(32)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(33)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(34)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(35)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(36)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(37)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(38)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(39)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
