NBTree_KDD_RODADA_2_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
NBTree_KDD_RODADA_2_5F_(40)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(41)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(42)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(43)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(44)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(45)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(46)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(47)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(48)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(49)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
NBTree_KDD_RODADA_2_5F_(50)	84.27568817138672	33.06424331665039	0.041203130036592484	[24, 1, 10, 37, 11]	
