RandomTreeCIDIDS_RODADA_1_5F	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
RandomTreeCIDIDS_RODADA_1_5F(1)	99.2240982055664	98.8440933227539	0.3930102288722992	[66, 64, 53, 7, 49]	
RandomTreeCIDIDS_RODADA_1_5F(2)	99.2240982055664	98.8440933227539	0.3930102288722992	[66, 64, 53, 7, 49]	
RandomTreeCIDIDS_RODADA_1_5F(3)	99.2240982055664	98.8440933227539	0.3930102288722992	[66, 64, 53, 7, 49]	
RandomTreeCIDIDS_RODADA_1_5F(4)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(5)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(6)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(7)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(8)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(9)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(10)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(11)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(12)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(13)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(14)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(15)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(16)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(17)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(18)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(19)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(20)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(21)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(22)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(23)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(24)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(25)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(26)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(27)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(28)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(29)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(30)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(31)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(32)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(33)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(34)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(35)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(36)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(37)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(38)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(39)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(40)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(41)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(42)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(43)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(44)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(45)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(46)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(47)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(48)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(49)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
RandomTreeCIDIDS_RODADA_1_5F(50)	99.2240982055664	98.8440933227539	0.3930102288722992	[7, 64, 66, 53]	
