RandomTreeGRASP-RVND_KDD_RODADA_2_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(15)	84.23625946044922	32.96333694458008	0.061804696917533875	[39, 10, 22, 3, 6]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(16)	84.23625946044922	32.96333694458008	0.061804696917533875	[39, 10, 22, 3, 6]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(17)	84.23625946044922	32.96333694458008	0.061804696917533875	[39, 10, 22, 3, 6]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(18)	84.54380798339844	34.275142669677734	0.061804696917533875	[3, 9, 10, 6, 22]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(19)	84.54380798339844	34.275142669677734	0.061804696917533875	[3, 9, 10, 6, 22]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(20)	84.54380798339844	34.275142669677734	0.061804696917533875	[3, 9, 10, 6, 22]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(21)	84.54380798339844	34.275142669677734	0.061804696917533875	[3, 9, 10, 6, 22]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(22)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(23)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(24)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(25)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(26)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(27)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(28)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(29)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(30)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(31)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(32)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(33)	85.26930236816406	37.4705696105957	0.09270704537630081	[22, 6, 1, 24, 11]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(34)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(35)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(36)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(37)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(38)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(39)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(40)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(41)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(42)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(43)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(44)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(45)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(46)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(47)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(48)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(49)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
RandomTreeGRASP-RVND_KDD_RODADA_2_5F_(50)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 6, 22, 3, 37]	
