RandomForestGRASP-FS_CIDIDS_RODADA_1_5F	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(37)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(38)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(39)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(40)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(41)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(42)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(43)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(44)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(45)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(46)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(47)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
RandomForestGRASP-FS_CIDIDS_RODADA_1_5F(48)	84.0818862915039	68.31163787841797	0.02787855826318264	[64, 5, 42, 54, 67]	
