RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(27)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(28)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(29)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(30)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(31)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(32)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(33)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(34)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(35)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(36)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(37)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(38)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(39)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(40)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(41)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(42)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(43)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(44)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(45)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(46)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(47)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(48)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(49)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
RandomForestTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(50)	84.09538269042969	68.33699798583984	0.026329748332500458	[42, 7, 49, 67, 53]	
