RandomTree_KDD_RODADA_2_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
RandomTree_KDD_RODADA_2_5F_(1)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(2)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(3)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(4)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(5)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(6)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(7)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(8)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(9)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(10)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(11)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(12)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(13)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(14)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(15)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(16)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(17)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(18)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(19)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(20)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(21)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(22)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(23)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
RandomTree_KDD_RODADA_2_5F_(24)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 22, 6, 1, 37]	
