RandomTree_KDD_RODADA_2_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
RandomTree_KDD_RODADA_2_5F_(25)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(26)	86.1998291015625	41.94416427612305	0.2472187876701355	[3, 1, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(27)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 3, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(28)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 3, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(29)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 3, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(30)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 3, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(31)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 3, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(32)	86.1998291015625	41.94416427612305	0.2472187876701355	[1, 3, 22, 6, 37]	
RandomTree_KDD_RODADA_2_5F_(33)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(34)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(35)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(36)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(37)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(38)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(39)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(40)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(41)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(42)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(43)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(44)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(45)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(46)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(47)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(48)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(49)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
RandomTree_KDD_RODADA_2_5F_(50)	86.1998291015625	41.94416427612305	0.2472187876701355	[22, 6, 1, 3, 37]	
